0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
90,94,53,28,96,85,44,36,9,93,58,72,83,84,86,5,31,75,87,51,48,17,69,59,6,40,12,0,52,8,3,54,97,35,98,42,38,67,25,29,32,43,21,62,33,68,73,26,74,71,77,7,37,49,92,80,24,89,22,60,57,66,56,47,20,41,19,55,63,61,1,70,16,45,78,2,91,79,4,76,99,13,34,50,27,15,64,30,39,65,88,95,14,82,81,23,10,46,18,11
2,43,58,59,8,3,33,7,42,86,50,94,49,70,90,6,32,72,88,34,41,29,9,71,10,47,81,89,95,53,4,75,28,84,25,99,13,20,61,87,98,64,11,56,21,83,80,54,48,66,44,76,65,14,91,16,40,57,85,1,45,31,97,30,15,19,36,74,69,38,73,92,26,63,77,68,51,96,39,52,27,22,79,35,67,93,23,55,18,12,5,62,17,37,0,78,46,82,24,60
86,71,99,44,75,79,8,50,77,46,43,31,89,78,30,92,28,38,65,47,16,22,45,24,29,52,68,76,27,11,81,90,37,9,6,20,83,41,35,48,13,70,85,34,97,2,32,51,23,96,82,12,94,25,63,36,15,21,60,17,14,26,61,1,33,74,53,93,72,84,49,57,39,66,80,69,19,55,7,42,18,5,64,54,40,58,87,95,59,62,3,88,98,0,67,73,10,56,91,4
92,58,41,46,39,23,98,82,17,20,97,75,54,89,80,96,65,55,99,10,79,44,42,87,60,74,3,70,24,12,86,27,13,14,68,52,53,43,37,34,72,11,48,8,66,76,57,40,51,94,73,30,6,22,38,63,1,2,59,71,36,78,81,31,32,4,47,26,5,16,90,35,50,93,45,61,64,19,0,7,28,21,88,25,15,83,84,67,77,85,18,56,49,69,29,33,91,62,9,95
14,2,0,12,82,83,33,56,74,4,50,59,80,73,75,34,44,91,98,67,93,46,92,66,5,65,90,8,57,42,21,17,49,29,94,41,24,95,60,77,35,53,78,84,52,39,96,45,87,79,36,18,11,61,20,70,6,28,13,72,97,15,22,3,30,58,51,99,1,7,10,38,48,32,9,25,62,40,26,81,31,86,54,19,23,68,88,71,55,76,69,64,85,16,89,43,27,47,63,37
46,26,57,78,15,86,19,94,65,45,54,91,82,2,60,11,85,7,13,56,97,4,41,16,74,28,29,73,63,27,20,39,89,0,96,52,8,80,35,37,76,34,87,66,95,49,77,31,5,3,81,62,79,88,1,69,64,92,25,48,10,23,55,30,43,36,44,47,6,18,32,50,68,59,42,12,75,33,58,72,98,99,53,21,17,24,90,38,22,84,93,83,14,51,9,40,61,71,70,67
69,13,55,81,20,46,74,47,10,57,75,36,11,73,64,22,77,91,58,89,38,82,66,67,92,84,30,72,42,5,48,49,31,1,32,80,86,78,60,98,59,41,37,85,4,68,93,90,97,23,53,34,52,45,8,40,63,94,95,28,2,76,3,21,44,25,39,62,0,16,17,7,9,50,6,70,56,27,65,33,24,87,51,61,88,15,12,71,99,35,19,14,79,29,18,43,54,96,26,83
6,73,15,67,77,45,72,8,26,17,85,59,30,23,96,9,53,27,97,95,36,68,32,3,42,93,54,46,13,16,38,37,90,89,83,1,33,61,71,20,52,79,40,81,55,82,49,43,7,22,87,63,39,86,88,66,62,12,48,56,28,35,58,64,57,11,44,84,2,18,98,4,47,99,91,78,34,14,31,29,75,92,0,74,69,51,76,24,5,94,50,70,65,21,60,25,80,19,10,41
21,66,14,49,33,31,85,98,24,8,12,37,1,68,67,80,92,73,23,47,91,10,58,75,55,13,17,79,41,94,53,28,9,64,81,63,70,26,16,35,5,52,50,11,84,57,60,78,22,36,77,72,99,95,44,48,3,6,62,45,42,82,30,40,54,90,34,2,59,87,25,39,18,51,32,61,88,43,89,65,46,86,15,38,7,0,27,71,93,4,74,69,96,97,19,20,29,76,83,56
82,70,3,86,7,48,31,99,87,6,49,27,33,34,30,51,23,65,43,8,84,9,42,98,10,66,75,19,39,46,26,85,88,50,2,72,92,58,78,94,74,16,12,83,64,18,80,21,81,24,54,13,62,53,67,36,45,52,77,28,35,44,59,97,15,47,57,96,17,93,14,20,76,89,95,91,29,55,4,40,25,63,41,5,71,60,68,32,56,11,61,0,37,79,38,22,1,73,69,90
