0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,1,2,7,4,5,6,54,8,9,10,11,12,13,14,15,16,3,18,87,20,21,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,61,55,17,57,58,59,60,79,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,56,80,81,82,83,84,85,86,22,88,89,90,91,92,93,94,95,96,97,98,99
9,1,2,7,4,5,83,76,8,59,10,11,12,13,14,15,16,3,18,87,20,21,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,0,47,48,49,50,51,52,53,61,55,17,57,58,54,60,79,62,63,64,65,66,67,68,69,70,93,72,73,74,75,46,77,78,56,80,81,82,71,84,85,86,22,88,89,90,91,92,6,94,95,96,97,98,99
9,92,2,7,4,5,83,76,8,59,10,11,12,13,14,15,16,29,18,87,20,21,19,23,24,25,26,27,28,34,3,31,32,33,6,35,36,37,38,39,40,41,42,43,44,45,0,47,48,49,30,51,52,53,61,1,17,57,58,54,60,79,62,63,64,65,66,67,68,69,70,93,72,73,74,75,46,77,78,55,80,81,82,71,84,85,86,22,88,89,90,91,50,56,94,95,96,97,98,99
9,92,2,7,4,5,83,76,8,59,10,11,12,13,15,81,16,29,18,87,88,21,19,23,24,25,26,27,28,34,3,31,32,33,6,35,36,37,38,39,40,41,42,43,44,45,0,47,48,49,30,51,52,53,61,1,17,57,58,54,75,79,62,63,64,65,66,67,68,69,70,93,72,73,74,95,46,20,60,55,80,78,82,71,84,85,86,22,14,89,90,91,50,56,94,77,96,97,98,99
9,92,2,7,4,5,21,76,8,59,10,11,12,13,15,81,16,29,18,87,88,55,19,23,24,26,49,25,28,34,3,31,32,33,6,35,36,37,38,39,40,41,42,43,44,45,0,47,48,83,30,51,52,53,61,1,17,57,58,54,75,79,62,63,27,65,66,67,68,69,70,93,72,73,74,95,46,20,60,56,80,78,82,71,84,85,86,22,14,89,90,91,50,98,94,77,96,97,64,99
9,92,2,7,4,5,21,76,8,59,10,11,12,46,13,81,16,29,18,87,88,55,19,23,24,74,49,25,28,34,3,31,32,33,6,35,36,37,38,39,40,41,15,43,44,45,0,47,42,83,30,51,52,53,61,1,17,57,58,54,75,79,62,63,27,65,66,67,68,86,26,93,72,73,69,95,70,20,60,56,80,78,82,71,84,85,48,22,14,89,90,91,50,98,94,77,96,97,64,99
9,92,2,7,4,97,21,76,8,59,10,11,12,65,13,81,16,29,18,87,88,55,19,23,24,74,49,25,28,34,37,31,32,33,39,35,36,3,38,95,40,41,15,43,44,45,0,47,42,83,30,51,52,53,61,1,17,57,58,54,75,79,62,63,6,46,66,67,68,86,26,93,72,73,69,27,70,20,60,56,80,78,82,71,84,85,48,22,14,89,90,91,50,98,94,77,96,5,64,99
9,92,2,7,4,97,21,76,8,59,10,11,0,20,13,81,16,29,18,87,88,55,19,23,24,74,49,25,28,34,37,31,32,33,39,35,36,3,38,95,40,41,15,43,44,45,75,47,42,83,30,51,52,53,61,1,84,57,17,54,66,79,62,63,6,46,65,67,68,86,26,93,72,73,69,58,70,27,60,56,80,78,82,71,12,85,48,22,14,89,90,91,50,98,94,77,96,5,64,99
9,92,2,7,4,76,21,97,8,59,10,11,0,20,90,81,16,29,18,87,88,55,19,23,24,74,49,25,28,34,37,31,32,33,39,35,36,3,38,95,40,41,15,43,44,45,75,47,42,46,30,51,52,53,61,1,84,57,17,54,66,79,62,63,50,70,65,67,68,86,26,93,72,73,69,58,6,27,60,56,80,78,82,71,12,83,48,22,14,89,13,91,85,98,94,77,96,5,64,99
9,11,2,7,32,76,21,97,8,59,10,93,0,20,90,81,16,29,18,87,88,55,19,84,24,74,49,25,28,34,37,31,62,33,39,35,36,3,38,95,40,41,15,43,44,45,75,47,42,46,30,51,52,53,61,1,23,57,17,54,66,79,92,63,50,4,65,67,68,86,26,58,72,73,69,70,6,27,60,56,80,78,82,71,12,83,48,22,14,89,13,91,85,98,94,77,96,5,64,99
9,11,2,7,32,76,73,97,8,59,10,93,0,20,90,81,16,29,18,87,88,55,85,84,68,74,49,25,28,34,37,31,86,33,39,35,36,3,38,95,40,41,15,43,44,45,75,47,42,46,30,51,52,53,61,1,23,57,17,54,66,79,92,63,50,4,65,67,99,77,26,58,72,62,69,70,6,27,60,56,80,78,82,71,12,83,48,22,14,89,13,91,24,98,94,21,96,5,64,19
9,11,2,7,32,76,73,97,8,24,10,93,0,20,90,81,16,29,18,87,88,55,85,84,68,74,49,25,28,34,37,31,86,33,39,35,36,3,38,64,40,41,15,43,44,46,75,47,42,45,30,51,52,53,95,1,23,57,17,54,27,79,92,63,50,4,65,67,99,77,26,58,72,62,69,70,6,22,60,56,80,78,82,71,12,83,48,61,14,89,13,91,66,98,94,21,96,5,59,19
9,11,2,41,32,76,73,97,25,24,10,93,38,20,90,81,16,29,18,87,88,55,85,84,68,74,49,4,28,34,37,31,86,33,39,35,36,3,0,64,40,66,15,43,44,46,75,47,42,45,30,51,52,53,95,1,23,57,17,54,27,79,92,63,50,65,7,67,99,77,26,58,72,62,69,70,6,22,60,56,80,78,82,71,12,83,48,61,14,8,13,91,89,98,94,21,96,5,59,19
9,11,2,41,32,76,73,46,25,24,10,93,38,20,88,5,16,29,18,28,47,55,85,84,68,74,49,4,97,34,37,31,86,33,39,87,36,3,0,64,40,66,15,43,44,35,75,81,42,45,30,51,52,53,95,1,23,57,17,54,27,79,92,63,50,65,7,67,99,77,26,58,72,62,69,70,6,22,60,56,80,78,82,71,12,83,48,61,14,8,13,91,89,98,94,21,96,90,59,19
9,11,2,41,32,6,73,46,25,24,10,93,38,20,88,5,16,29,18,28,47,55,58,84,68,74,49,4,97,34,37,31,86,33,39,87,36,3,0,64,40,66,15,43,44,35,75,81,42,45,30,51,52,76,95,1,85,57,17,54,27,79,23,63,50,65,53,67,99,77,26,7,72,62,69,70,92,22,60,56,80,78,82,71,12,83,48,61,14,8,13,91,89,98,90,21,96,94,59,19
9,11,2,28,32,6,73,46,25,24,10,93,38,20,88,5,86,29,18,41,23,55,58,84,68,74,49,4,97,34,37,31,39,33,47,87,36,3,0,64,40,66,15,43,44,35,75,81,42,45,30,51,52,98,95,1,85,57,17,54,27,79,59,63,50,65,53,67,99,77,26,7,72,62,69,70,92,22,60,56,80,78,82,71,12,83,48,61,14,8,13,91,89,16,90,21,96,94,76,19
9,11,39,28,32,6,73,37,25,24,10,93,38,20,98,5,86,88,18,41,23,29,58,84,68,74,49,4,97,34,2,31,46,33,47,87,36,3,0,64,40,66,15,43,44,35,75,81,42,45,30,51,52,89,95,1,85,57,17,54,27,79,59,63,50,65,53,67,55,77,26,7,72,62,69,70,92,22,60,56,80,78,82,71,12,83,48,61,14,8,13,91,99,16,90,21,96,94,76,19
9,11,39,28,32,6,73,37,25,24,10,93,38,20,98,5,86,88,18,41,23,46,58,84,68,76,49,4,97,34,50,31,80,33,47,87,36,3,0,64,29,66,15,43,44,35,75,81,42,45,30,51,52,89,95,1,85,57,40,54,27,79,59,63,17,65,53,67,55,77,26,7,72,62,69,70,92,22,60,56,2,78,82,71,12,83,48,61,14,8,13,91,99,16,74,21,96,94,90,19
9,11,39,28,32,6,73,37,74,24,10,93,38,20,98,5,86,88,18,7,23,46,58,84,68,76,49,4,97,34,50,31,80,33,47,87,36,83,0,64,29,66,15,43,44,35,75,81,42,45,30,51,52,89,95,71,85,41,40,54,27,79,57,63,17,65,53,67,55,77,26,59,72,62,69,70,92,22,60,56,2,78,82,25,12,3,48,61,14,8,13,91,99,16,1,21,96,94,90,19
9,11,56,28,32,6,73,37,74,24,10,93,38,20,98,5,86,88,18,7,23,46,47,84,68,76,49,4,33,34,35,58,80,70,50,87,36,83,0,64,29,66,15,43,44,31,75,81,42,45,30,51,52,89,95,71,85,41,40,54,27,79,57,63,17,65,53,67,55,77,26,59,72,62,69,39,92,22,60,97,2,78,82,25,12,3,48,61,14,8,13,91,99,16,1,21,96,94,90,19
