0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
98,11,57,5,28,56,86,64,85,29,74,65,66,26,80,35,72,94,92,22,40,15,27,32,91,63,60,53,82,58,12,90,1,52,43,3,46,95,14,99,97,96,61,89,16,79,4,59,30,2,83,20,34,7,25,51,9,6,44,76,87,13,31,23,19,24,42,55,54,41,18,78,77,67,75,93,8,38,10,71,62,39,50,69,37,68,49,47,0,81,17,73,48,33,36,84,88,21,45,70
10,20,75,77,64,16,34,60,44,53,31,25,48,0,59,43,27,84,17,88,22,93,86,5,46,19,30,4,7,78,21,91,74,61,85,32,42,87,94,51,65,69,73,26,12,57,14,99,62,89,15,97,90,45,33,56,55,37,6,35,28,83,58,79,54,63,36,49,76,50,98,66,9,92,95,70,81,39,41,96,2,67,38,8,47,3,11,80,71,82,1,18,72,13,29,40,68,23,52,24
49,85,46,95,71,82,45,28,29,41,12,48,64,9,3,74,98,24,4,37,56,21,53,26,44,62,77,59,66,70,36,22,69,81,6,90,50,51,15,31,55,30,47,40,96,84,2,89,83,19,54,1,93,76,88,42,35,57,65,14,33,39,18,75,63,25,52,72,11,16,80,79,78,0,13,73,87,10,7,38,97,34,92,99,68,27,67,5,58,20,94,91,17,61,23,8,43,32,86,60
38,19,80,0,97,50,86,60,57,30,88,79,62,6,42,95,70,55,27,92,94,73,64,47,11,37,20,35,54,59,18,49,48,15,33,12,90,9,63,17,77,85,43,26,66,71,89,21,45,65,28,39,8,58,96,78,1,52,99,83,13,82,98,84,5,69,67,76,93,32,87,7,4,29,34,40,14,72,3,81,24,22,53,51,56,36,74,68,75,2,31,10,41,16,61,91,23,44,46,25
92,80,81,13,37,31,63,65,8,5,51,33,67,74,57,16,10,9,66,85,36,87,0,82,30,93,38,86,50,34,97,76,78,56,61,11,29,69,77,52,12,54,98,90,83,6,68,39,62,71,44,58,14,22,47,91,18,25,94,7,96,3,72,32,95,59,89,75,1,49,60,79,45,40,15,21,99,17,27,41,23,24,19,48,35,42,4,53,73,46,26,64,20,88,28,55,84,43,2,70
33,7,44,8,88,93,32,42,26,19,82,6,55,78,76,34,41,56,86,65,51,16,74,87,75,40,81,69,95,54,61,0,63,18,68,17,2,30,37,4,50,13,14,36,70,62,28,12,3,59,11,73,22,67,27,92,72,79,91,48,94,31,1,10,35,99,97,20,39,96,98,89,90,47,71,49,38,77,80,53,60,57,25,24,43,29,85,52,83,64,21,23,66,15,46,84,45,5,58,9
79,44,2,75,94,95,9,32,76,29,12,89,23,67,5,97,34,96,88,68,6,93,52,48,28,65,15,40,39,81,98,86,3,11,14,35,71,87,42,16,31,36,18,25,77,59,51,10,24,1,53,33,80,0,74,19,91,8,58,17,57,66,20,47,64,82,99,49,92,54,62,38,46,60,61,45,37,85,63,83,50,7,69,43,90,21,78,30,70,41,73,4,72,55,22,27,13,84,26,56
93,6,98,70,40,19,90,35,65,79,84,59,89,51,95,25,2,17,10,39,33,83,86,26,75,88,67,77,38,14,37,34,80,68,82,99,62,55,32,8,58,12,44,73,27,66,43,3,28,64,57,47,96,54,18,49,53,30,29,72,1,97,31,52,85,69,4,24,23,71,7,41,91,13,11,76,15,20,5,56,22,16,42,63,74,9,50,48,94,60,46,21,92,78,36,61,87,81,45,0
56,97,83,11,6,7,45,15,1,58,25,77,55,38,80,26,87,81,41,10,46,79,17,68,69,90,98,35,44,8,42,75,62,54,89,16,27,13,73,64,24,32,37,96,92,74,78,70,22,48,20,36,9,50,67,82,72,0,85,91,2,95,52,30,66,21,57,65,76,94,84,63,29,23,93,53,99,71,12,3,43,5,39,40,60,86,4,18,59,61,34,33,28,47,31,49,14,19,51,88
84,62,41,85,52,73,0,22,60,43,80,72,33,6,17,23,92,32,57,8,39,7,13,89,5,86,44,97,31,1,49,51,40,58,94,83,35,15,68,9,18,34,38,59,87,20,42,50,36,11,24,46,2,75,70,96,26,14,27,79,77,82,65,45,76,55,56,21,93,53,19,78,91,98,61,63,71,29,30,12,4,90,10,64,69,3,66,74,95,67,28,81,48,25,99,47,16,37,88,54
