0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
96,83,51,99,18,88,4,38,46,17,29,33,67,41,69,90,26,73,56,3,40,72,55,71,45,30,21,79,16,37,54,48,10,47,39,36,68,60,92,81,12,1,0,27,94,13,58,11,89,14,44,49,8,9,2,31,97,7,80,20,42,95,70,65,86,76,52,6,63,53,34,19,77,23,25,82,87,84,74,35,43,50,59,93,5,24,91,22,98,15,85,28,61,75,66,78,32,57,64,62
38,48,56,24,97,11,44,58,43,95,30,66,55,3,62,70,64,76,14,28,61,65,31,10,87,39,2,33,86,20,90,13,22,69,52,74,42,25,29,73,6,34,8,19,59,67,92,40,49,99,41,47,71,53,1,50,23,75,57,21,81,0,16,17,77,12,98,82,27,46,26,36,84,80,32,54,85,88,89,83,94,79,68,78,7,96,37,18,5,4,45,72,93,15,91,60,51,9,35,63
88,12,99,80,87,47,61,48,7,30,57,2,10,50,94,53,81,11,34,96,68,28,79,64,4,75,6,1,85,40,86,56,25,73,76,78,17,59,5,24,77,92,19,27,91,93,26,0,83,16,15,55,51,66,29,58,82,54,18,33,21,62,23,63,14,72,35,98,44,90,39,74,49,65,69,95,20,3,45,97,36,22,8,60,41,31,70,9,52,13,42,67,46,38,84,43,32,89,37,71
50,22,48,2,88,81,15,43,38,60,20,19,23,67,70,8,72,77,31,82,36,49,39,5,9,25,98,27,40,65,80,94,42,99,26,85,3,44,16,62,12,91,34,10,97,69,45,75,14,33,63,53,61,41,83,78,66,37,21,74,35,55,6,90,57,30,59,7,28,54,29,84,52,32,1,11,18,24,71,73,95,76,47,0,68,56,51,89,93,46,92,79,17,64,96,87,4,13,58,86
52,4,62,47,59,82,84,13,60,18,83,46,85,11,30,65,43,42,54,81,80,97,10,69,39,79,71,78,26,16,98,77,90,20,56,91,87,3,94,9,75,15,44,64,48,58,67,86,17,61,6,72,34,68,38,25,92,49,31,36,22,57,63,1,51,5,33,14,70,19,23,7,32,66,88,96,12,27,76,53,8,29,93,24,28,21,41,35,89,55,0,95,40,74,99,2,37,45,73,50
59,82,52,98,66,17,16,48,78,14,0,24,40,97,36,55,5,49,56,45,33,19,86,53,90,68,84,41,34,27,13,46,64,25,96,20,93,54,43,39,57,92,69,72,95,80,76,9,29,44,75,85,50,10,71,63,12,11,32,23,42,58,38,31,4,21,81,8,94,79,77,62,67,18,91,88,74,6,70,51,28,37,26,1,15,89,73,30,87,47,3,99,2,83,65,61,35,22,7,60
63,52,56,77,10,94,23,53,47,86,26,21,27,50,81,65,15,32,88,28,74,66,69,20,93,72,98,57,60,61,90,4,48,18,76,49,64,11,99,78,35,9,67,13,91,54,73,16,0,85,71,1,39,25,36,7,31,41,33,5,95,34,68,96,87,51,70,80,92,19,12,97,2,42,29,38,58,44,62,84,83,59,3,24,89,37,17,46,40,79,45,8,82,22,30,55,14,6,75,43
9,88,16,12,36,55,20,38,80,6,53,35,77,74,31,69,52,3,14,83,40,84,33,22,64,66,2,46,21,0,60,8,61,68,67,78,63,81,90,92,30,15,23,99,19,24,93,1,65,91,59,58,85,34,41,26,29,79,57,94,51,47,70,86,82,89,37,97,62,11,87,45,39,44,75,73,32,25,54,49,13,18,95,71,7,98,43,48,17,27,96,76,10,56,42,5,50,28,4,72
4,14,29,63,80,71,65,85,17,50,68,90,82,30,32,21,78,42,35,37,76,67,28,34,75,9,46,72,7,93,81,79,87,43,91,73,10,22,89,96,18,53,54,3,86,39,61,44,36,38,26,55,88,83,57,51,0,52,99,59,84,11,98,19,56,6,15,95,92,47,45,33,16,49,1,48,74,97,60,24,27,66,69,2,77,70,40,62,5,64,8,23,31,94,25,41,58,12,20,13
8,92,82,59,23,81,37,24,22,1,84,26,11,55,40,63,5,91,79,28,80,69,61,51,73,16,98,33,35,19,13,2,39,67,52,18,3,66,36,41,70,48,89,56,9,46,45,58,54,25,60,43,86,42,78,15,32,38,34,12,94,62,93,95,83,10,47,97,21,6,87,88,90,76,72,4,68,44,7,96,77,65,75,27,14,64,30,74,57,53,49,99,20,50,85,17,31,0,71,29
