0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20,83,44,92,53,3,35,21,22,14,87,76,73,8,16,89,37,28,94,24,17,56,90,49,52,72,88,26,51,77,43,64,91,70,99,15,27,66,58,47,6,45,23,48,4,93,78,71,2,60,0,59,18,33,57,38,68,29,39,10,82,1,86,97,61,41,98,54,25,42,96,40,74,19,63,50,31,34,79,80,81,69,55,85,5,67,62,46,95,84,32,36,30,12,7,9,75,11,65,13
14,35,45,25,2,1,80,78,83,66,86,43,48,91,26,58,50,61,90,16,74,6,15,85,49,17,56,81,11,12,93,70,42,73,79,22,92,69,46,84,19,60,53,77,18,98,75,34,38,33,30,10,44,97,96,39,24,99,20,68,95,41,3,21,23,4,55,72,82,28,5,63,36,87,94,27,64,37,65,40,13,51,32,59,31,8,76,52,54,62,88,47,7,9,71,29,0,67,57,89
46,2,29,67,52,79,88,36,77,38,57,69,9,97,74,28,95,82,21,41,44,43,71,24,59,91,58,94,19,26,85,27,6,4,50,99,83,16,60,68,33,92,7,3,42,78,20,22,40,56,86,62,96,48,35,31,53,76,66,63,49,65,61,87,84,51,23,14,55,72,45,39,0,54,13,80,37,18,32,15,70,89,5,10,81,93,30,34,8,47,12,98,64,11,17,90,75,73,25,1
63,93,34,95,38,31,8,62,55,14,58,47,41,86,99,26,71,24,94,7,4,48,15,59,57,9,12,52,84,6,35,19,75,39,73,1,30,70,5,96,61,98,56,46,60,92,2,40,23,42,80,44,17,20,36,74,69,11,76,0,64,49,22,82,88,85,78,77,72,90,18,28,91,67,89,27,53,43,97,54,29,51,37,81,50,83,66,68,16,3,65,21,45,13,79,33,25,32,10,87
27,37,49,23,19,32,53,5,22,74,7,25,94,93,14,8,62,10,24,96,33,79,20,77,83,97,59,43,58,91,61,54,81,55,65,35,38,57,69,51,64,67,13,4,16,85,71,28,70,26,31,73,95,56,66,52,84,99,17,98,60,12,46,48,90,68,34,45,87,39,15,88,2,89,36,11,40,78,6,9,44,82,21,42,92,29,76,30,63,80,41,18,50,72,47,0,1,86,75,3
14,96,40,70,65,80,73,50,1,7,46,38,25,59,2,18,91,9,94,86,36,6,72,68,48,4,55,3,37,42,76,64,47,58,52,5,12,71,28,29,43,63,35,74,17,75,79,87,88,95,92,0,81,39,69,93,98,24,85,41,11,54,22,10,83,45,78,8,60,26,67,66,16,19,82,34,99,57,77,97,13,62,89,53,51,84,33,44,32,23,30,56,90,49,20,21,15,31,27,61
85,42,3,12,86,27,44,72,11,28,16,78,95,69,97,31,76,56,0,65,39,25,52,21,90,33,82,10,91,99,51,70,88,61,48,38,20,9,26,14,80,96,2,34,63,1,46,40,87,18,29,55,13,5,92,22,35,23,94,47,64,93,84,98,50,49,73,75,36,71,41,30,83,68,60,53,4,74,15,43,8,57,6,32,66,59,58,77,89,37,19,24,7,79,62,45,67,81,54,17
22,4,20,49,83,87,19,0,89,8,88,74,64,35,54,60,43,72,40,92,98,47,55,13,94,53,59,61,93,16,32,30,46,91,69,25,90,67,6,15,14,82,99,37,80,34,76,31,62,70,75,10,12,63,11,23,2,5,28,1,45,81,71,26,29,17,9,21,73,58,84,51,96,42,52,44,24,65,86,18,68,79,77,50,7,3,38,33,57,39,78,66,56,97,48,85,27,41,95,36
35,26,86,82,29,22,27,11,17,91,69,32,14,83,64,25,20,3,63,67,55,56,78,73,49,62,24,89,37,48,12,74,77,79,75,93,44,30,94,13,33,6,71,50,59,52,80,85,66,72,9,7,8,98,41,53,23,96,95,4,10,2,92,57,81,51,54,70,97,60,68,18,39,46,43,76,0,28,34,87,88,45,21,61,1,5,58,84,47,42,40,38,19,16,90,65,36,15,31,99
8,85,21,19,17,64,78,77,24,20,51,94,11,41,93,32,79,34,62,54,57,86,5,88,99,9,14,58,40,10,33,65,81,1,84,6,46,56,89,2,55,3,0,97,75,69,42,87,80,67,29,13,74,4,22,70,39,37,63,76,66,61,50,18,96,47,27,15,49,7,60,48,31,68,25,28,44,59,73,38,53,12,72,30,35,16,36,90,43,98,26,71,92,95,45,23,83,52,91,82
