0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,48,2,50,4,57,6,93,67,96,10,23,12,73,14,15,24,98,87,22,19,21,41,54,5,88,60,13,28,29,30,17,32,33,43,83,36,37,38,39,75,7,42,1,45,65,46,47,3,49,40,51,64,53,26,55,56,31,58,59,91,61,62,18,34,27,44,66,68,69,70,71,25,9,74,78,76,77,63,79,80,81,82,35,11,85,86,72,52,89,90,20,92,8,94,95,84,97,16,99
0,48,2,42,4,57,51,93,67,84,95,23,99,58,80,15,24,18,87,22,54,44,25,14,5,88,69,13,40,34,30,17,32,33,43,83,36,37,38,39,12,7,77,1,45,65,81,91,27,53,31,75,64,89,10,56,3,29,6,59,98,61,62,63,66,46,76,28,68,20,70,71,96,60,74,78,82,21,11,79,73,55,41,35,26,85,86,72,52,47,90,9,92,8,94,50,19,97,16,49
0,48,2,42,79,57,51,93,30,6,15,90,61,58,67,23,1,18,87,22,54,21,80,47,5,88,69,13,53,34,94,17,55,33,43,28,39,98,38,92,75,7,77,49,45,65,81,70,27,26,31,95,64,89,68,56,82,29,8,3,20,14,62,36,41,46,76,32,83,10,40,71,66,60,74,78,59,99,91,4,73,25,63,35,24,85,86,72,52,12,37,9,96,44,84,50,19,97,16,11
94,48,40,42,79,57,51,93,30,49,76,90,61,0,17,23,13,18,87,7,33,21,80,47,5,35,11,89,53,34,75,14,55,58,74,28,39,98,44,92,71,6,10,1,45,88,77,72,66,26,65,95,22,2,68,56,32,31,8,3,20,70,69,36,41,83,67,64,59,15,16,78,73,60,85,38,46,99,91,4,43,25,63,81,24,54,86,82,52,12,37,9,96,62,84,50,19,97,29,27
94,48,6,42,69,14,75,93,30,49,76,90,61,68,17,4,58,67,73,7,33,21,88,47,87,35,11,89,34,74,79,57,95,37,18,28,39,98,44,31,71,84,10,1,45,66,77,72,29,26,43,16,0,55,60,56,32,83,19,3,65,70,51,36,63,24,85,64,59,53,92,78,40,22,20,38,46,80,91,50,8,25,23,81,41,54,86,82,52,15,99,9,96,62,12,13,5,97,2,27
2,68,8,42,79,62,75,93,30,49,66,90,61,15,17,4,58,67,73,55,35,21,88,47,87,7,13,89,34,74,82,86,16,69,18,28,5,20,44,31,71,50,10,25,95,36,77,72,29,26,19,38,98,1,60,56,39,83,76,3,57,37,51,9,91,24,85,64,22,53,92,78,40,33,11,59,45,94,46,96,80,70,23,81,41,54,6,63,52,48,99,14,65,0,12,43,32,97,84,27
2,68,0,82,87,63,75,93,30,49,66,24,61,15,31,84,58,17,73,42,35,33,88,45,14,83,13,99,59,74,19,34,16,69,18,28,5,11,36,4,71,50,10,25,20,98,96,67,79,26,12,62,57,1,60,56,8,72,89,3,22,37,51,9,91,7,85,64,92,53,21,29,40,44,43,90,55,94,46,86,95,70,23,81,41,54,6,52,47,48,77,38,65,76,78,39,32,97,80,27
39,84,33,21,15,63,75,93,30,49,17,24,3,66,31,60,86,34,73,27,35,0,56,45,88,29,65,13,87,74,19,42,16,20,18,28,5,23,36,2,71,12,10,25,59,98,14,50,79,26,92,62,57,1,61,44,8,72,89,52,22,37,76,82,91,7,85,64,68,53,70,4,40,51,6,9,55,90,46,94,95,99,54,81,41,96,11,83,47,48,77,38,69,67,78,43,32,97,80,58
39,84,77,21,15,34,16,35,30,67,17,58,3,94,6,78,32,46,49,76,63,0,56,60,88,1,2,90,87,74,19,42,66,20,18,28,26,23,5,86,95,12,24,25,59,10,14,50,79,41,92,62,71,57,36,44,8,45,80,52,22,37,47,29,91,7,27,64,68,53,13,4,40,98,72,9,55,82,51,11,61,99,54,81,93,96,75,83,33,48,85,38,69,31,89,43,65,97,70,73
39,78,82,21,15,41,54,84,30,70,52,24,3,94,6,26,32,46,17,74,63,0,56,91,88,1,2,90,87,99,19,42,66,20,18,28,49,64,89,86,95,12,43,25,59,77,93,60,69,55,72,62,71,50,36,35,67,48,79,14,22,9,47,29,37,23,27,44,68,53,58,4,57,76,10,7,98,80,51,11,61,40,75,81,34,96,13,83,33,5,85,38,73,31,8,45,65,97,16,92
39,72,82,21,13,41,91,84,30,70,56,14,3,94,10,26,66,46,32,74,63,16,49,27,88,55,2,64,98,99,19,54,85,20,18,34,0,15,89,23,95,40,43,25,97,24,93,60,90,42,79,12,71,52,62,35,67,81,61,50,22,9,47,29,37,36,87,44,68,53,58,69,86,76,17,7,38,80,51,11,5,59,75,4,83,96,78,57,33,1,6,48,77,31,8,45,65,28,73,92
39,75,82,87,55,41,91,84,30,70,89,14,3,31,10,48,66,94,32,74,69,16,49,27,12,79,2,20,42,1,19,54,37,26,18,34,0,15,58,23,95,40,5,25,97,43,93,24,67,98,88,9,50,13,62,35,38,68,61,52,90,78,36,29,56,81,85,44,72,17,99,21,86,76,11,7,57,80,51,64,71,59,63,4,83,96,60,53,33,22,6,77,47,45,8,46,65,28,73,92
39,75,82,87,47,51,79,84,30,70,42,14,93,61,15,86,66,18,32,41,69,16,49,10,55,40,11,21,54,1,19,38,37,64,83,12,0,6,58,77,31,35,5,25,34,43,80,53,67,98,88,9,50,13,28,63,23,68,74,20,90,78,36,29,56,81,48,44,72,17,24,52,8,76,97,7,99,57,94,27,71,59,3,4,91,96,95,26,33,22,85,62,89,45,2,46,65,60,73,92
39,41,82,87,47,52,89,26,61,70,78,30,93,51,36,86,15,18,32,31,95,63,49,10,55,42,84,11,74,1,4,38,99,64,83,12,33,91,28,72,19,35,0,71,34,25,80,96,67,98,3,9,50,13,5,85,23,43,54,20,90,21,77,29,56,81,48,44,75,17,24,53,58,76,97,7,14,57,94,27,59,68,6,40,16,69,79,66,8,22,88,62,37,45,2,46,65,60,73,92
39,41,44,87,89,70,22,26,61,9,76,30,93,51,36,86,50,18,32,78,29,11,90,10,55,42,16,63,74,1,20,38,99,64,83,52,33,2,13,72,19,43,0,71,56,25,80,96,67,98,48,91,84,75,5,95,23,28,54,15,82,21,77,31,88,40,57,62,47,17,24,53,58,49,97,3,34,66,94,27,59,85,6,14,45,69,4,35,8,81,73,46,37,68,12,92,65,60,79,7
47,41,20,36,77,70,22,26,44,42,39,52,92,51,73,86,50,17,35,78,2,71,90,10,55,43,16,63,74,99,34,9,72,64,83,25,7,19,60,76,94,61,0,30,56,21,80,96,67,98,87,91,84,75,95,32,23,28,59,15,82,12,54,33,88,40,57,62,89,18,24,53,58,49,97,3,93,66,5,27,45,85,6,14,1,13,4,69,8,81,65,46,37,68,48,38,11,79,29,31
27,89,20,65,77,70,22,25,44,42,32,82,43,51,54,86,50,38,73,78,2,11,90,10,55,29,16,35,74,99,34,9,72,64,83,66,94,19,63,59,12,61,0,1,56,39,80,96,36,75,87,91,84,76,95,49,17,28,47,15,71,23,81,46,57,53,33,88,62,18,60,7,58,41,30,3,93,92,5,21,45,85,40,14,24,13,4,69,8,98,97,67,37,68,48,31,52,79,26,6
33,89,35,65,41,74,22,25,44,42,32,84,98,51,53,48,50,27,73,78,2,15,46,17,55,29,16,9,70,77,23,81,72,1,83,93,94,19,63,59,39,61,79,57,56,37,80,20,60,75,87,91,67,97,95,49,68,28,47,10,71,0,12,11,7,64,31,88,62,18,13,66,38,76,30,3,58,92,5,21,45,85,40,34,24,86,4,69,8,43,96,90,14,54,36,82,52,99,26,6
57,31,48,66,41,74,90,12,60,42,32,62,98,51,22,15,50,88,92,78,2,25,18,44,55,29,68,30,70,77,39,23,89,28,87,93,94,19,63,59,52,95,79,85,56,1,72,20,81,75,24,91,27,97,16,49,47,65,80,10,58,0,9,11,7,35,33,73,84,67,13,46,38,76,83,3,37,17,5,21,45,26,40,34,53,86,4,69,8,43,96,71,14,54,36,82,64,99,61,6
73,31,48,4,41,74,90,82,49,42,32,57,58,51,40,15,7,88,92,39,2,25,29,86,55,81,71,30,89,26,65,23,6,28,87,93,94,91,63,0,52,95,77,85,53,1,72,20,56,75,24,67,66,97,16,79,47,96,80,10,59,35,9,33,37,62,70,69,22,68,13,46,38,27,83,3,44,17,5,98,21,60,19,34,76,50,78,18,8,43,14,12,45,54,36,11,64,99,61,84
73,98,48,4,41,74,90,36,49,42,7,47,58,38,40,16,12,21,92,39,2,25,29,61,68,57,8,30,99,80,15,23,6,28,87,32,94,65,44,0,52,95,77,85,53,35,66,20,56,75,24,50,54,97,93,79,78,89,82,10,59,86,9,33,37,31,70,69,63,81,88,96,11,27,45,3,71,17,13,18,62,60,19,34,76,51,46,84,26,43,14,83,72,91,55,22,64,5,67,1
