0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1,77,81,70,80,98,29,66,33,56,36,91,96,58,9,20,67,88,50,5,55,79,23,35,45,21,75,90,30,4,83,74,72,63,24,47,59,49,78,3,37,2,14,54,6,28,11,25,16,82,26,17,65,42,76,62,39,64,95,22,18,71,43,84,73,69,38,15,8,52,92,60,34,41,87,93,86,0,44,7,40,27,51,97,99,57,68,13,61,12,89,48,31,32,53,46,85,94,10,19
98,57,36,72,2,35,92,87,55,78,71,32,75,95,40,21,60,99,91,9,67,61,62,47,27,70,81,7,1,93,8,48,24,3,15,22,28,34,20,84,86,41,97,0,16,19,85,96,25,44,13,12,52,66,73,90,53,38,56,14,6,74,77,18,26,30,89,17,65,33,63,49,69,50,43,31,83,94,10,64,80,11,59,51,39,76,4,54,79,45,58,29,68,88,37,42,23,46,82,5
80,9,44,82,34,21,38,68,36,14,37,98,67,77,27,16,35,72,63,30,86,19,93,4,65,76,99,47,54,43,87,3,83,20,85,56,41,42,45,31,79,26,2,46,55,71,24,6,11,48,23,51,97,8,94,18,57,17,0,28,29,96,52,69,92,40,5,73,1,12,32,25,70,33,61,81,90,10,89,7,53,88,60,66,59,13,39,15,22,91,78,74,95,50,64,84,75,58,49,62
66,40,85,55,44,0,23,72,15,67,81,2,29,16,62,92,83,35,94,13,11,42,78,32,61,47,37,33,53,63,7,64,70,91,75,84,60,86,5,57,30,14,25,82,68,38,31,21,10,97,4,58,52,36,71,79,73,93,65,56,87,88,45,80,17,19,95,96,9,8,18,54,41,98,99,20,76,74,51,22,49,77,46,39,50,12,89,34,6,43,48,90,59,3,69,1,27,28,26,24
81,43,21,47,80,62,84,54,38,79,70,40,0,48,8,9,56,87,77,19,72,17,89,35,94,44,5,57,73,34,65,33,88,27,15,14,45,36,16,49,1,99,63,31,39,41,10,68,59,55,69,12,90,64,24,52,32,22,71,6,75,82,37,61,28,51,92,20,83,46,42,26,25,23,97,2,93,29,95,78,60,4,53,3,67,85,50,30,18,91,86,13,76,58,66,11,7,98,96,74
97,57,22,4,84,55,53,65,41,93,86,76,39,33,31,51,80,5,43,90,26,79,64,45,14,37,74,89,21,2,42,47,71,7,91,15,18,17,85,10,36,34,0,78,25,44,13,24,81,35,75,29,1,8,69,72,54,77,3,52,12,60,16,30,27,9,48,59,19,28,70,92,83,32,73,99,6,88,56,94,98,68,67,38,62,49,87,20,46,82,11,95,23,63,61,96,40,58,50,66
58,67,11,91,66,56,16,14,1,20,70,80,45,64,21,10,89,60,87,68,42,62,94,63,28,36,75,25,39,96,22,53,65,82,93,37,27,99,88,85,0,17,86,97,54,72,46,44,61,30,8,77,19,29,13,57,24,3,81,76,23,6,33,47,15,18,55,51,40,7,34,5,90,98,84,38,49,69,32,83,92,4,50,52,74,35,73,79,59,78,31,2,26,12,9,43,95,48,71,41
56,53,88,49,37,46,50,73,29,47,84,61,95,21,40,18,38,80,27,16,91,39,28,9,87,94,57,83,64,82,66,15,0,12,74,32,11,89,99,41,60,6,34,86,43,65,51,17,4,69,52,24,30,67,36,5,92,48,62,19,70,75,72,20,71,63,14,59,97,10,76,31,25,35,2,3,90,26,8,42,22,1,77,58,54,55,68,13,79,33,23,7,96,85,44,45,81,98,93,78
61,56,4,16,92,76,17,72,43,80,83,42,2,55,85,84,49,36,73,89,97,77,34,39,0,67,9,10,22,96,90,12,20,40,65,44,7,87,60,19,98,47,63,26,59,57,35,13,21,95,28,8,24,53,33,86,6,64,3,66,30,50,46,69,79,23,29,91,37,18,38,93,32,74,68,71,62,48,11,15,70,94,54,99,88,5,58,41,75,78,45,81,31,27,1,14,82,25,51,52
27,39,79,1,48,5,30,74,46,81,38,91,29,78,4,87,16,22,2,86,96,61,35,14,76,55,67,70,52,97,65,34,51,49,88,64,0,33,94,43,37,7,71,45,21,3,69,28,90,19,57,63,95,99,20,15,80,25,98,89,26,82,12,77,32,62,47,42,59,68,31,66,56,93,18,40,53,36,85,58,72,84,11,17,10,54,75,9,13,73,44,24,50,83,92,6,8,60,41,23
