0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,1,2,3,4,5,6,72,8,9,10,11,17,13,14,15,16,94,18,12,20,21,22,23,27,19,26,25,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,73,24,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,7,95,96,97,98,99
0,1,2,3,4,5,6,72,8,9,10,11,17,13,14,15,16,94,18,12,20,21,22,83,27,19,26,25,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,78,95,48,49,50,23,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,87,24,74,75,76,77,51,79,80,81,82,7,84,85,86,46,88,89,90,91,92,93,73,47,96,97,98,99
0,1,2,3,4,5,6,72,8,9,82,11,17,13,51,15,16,94,18,12,20,21,22,85,57,19,26,25,28,29,30,31,32,33,34,35,36,37,38,83,40,41,42,43,44,45,78,95,48,49,50,23,52,53,54,55,56,14,58,59,60,61,62,63,64,65,27,67,68,69,70,71,87,24,74,75,76,77,10,79,80,81,66,7,84,39,86,46,88,89,90,91,92,93,73,47,96,97,98,99
0,1,2,3,4,5,6,72,8,9,82,11,17,13,51,15,16,94,18,12,20,7,22,85,57,19,26,25,56,29,30,31,32,33,34,35,36,37,38,83,40,41,42,43,44,45,78,95,28,49,50,23,52,53,54,55,62,14,58,59,60,61,21,63,64,65,27,67,81,69,70,71,87,89,74,75,76,77,10,79,80,24,66,48,84,39,86,46,88,68,90,91,92,93,73,47,96,97,98,99
0,68,2,3,4,5,64,1,45,9,6,11,17,13,51,15,16,94,18,12,20,7,22,85,57,19,26,25,56,29,30,31,32,33,34,35,36,37,38,83,40,41,42,43,44,72,78,95,28,49,50,23,52,82,54,55,62,14,58,59,60,61,21,63,53,65,27,67,81,69,70,71,87,89,74,75,76,8,10,79,80,24,66,48,84,39,86,46,88,77,90,91,92,93,73,47,96,97,98,99
0,68,2,3,4,5,64,1,45,9,6,11,42,13,51,15,16,94,18,12,20,7,22,85,57,19,26,25,56,29,77,31,32,33,34,14,36,37,38,83,40,41,54,43,44,72,78,95,28,49,50,23,75,82,17,55,62,35,58,59,30,61,21,63,53,65,27,67,81,69,70,71,87,89,74,60,76,8,10,79,80,24,66,48,84,39,86,46,88,52,90,91,92,93,73,47,96,97,98,99
0,25,2,3,94,5,23,1,45,9,6,11,42,13,51,15,16,88,18,12,20,7,22,85,57,19,26,96,56,29,77,31,32,33,34,14,36,37,38,83,40,41,54,43,44,72,78,75,28,49,50,4,95,82,17,55,62,35,58,59,30,61,21,63,53,65,27,67,81,69,70,71,87,89,74,60,76,8,10,79,80,24,66,48,84,39,86,46,68,52,90,91,92,93,73,47,64,97,98,99
0,25,2,3,94,37,23,1,45,9,6,11,42,5,51,15,16,88,18,12,20,7,22,85,57,19,91,96,56,29,77,31,32,13,34,14,36,81,38,97,40,41,54,43,44,72,78,75,28,49,50,4,95,82,17,55,62,35,58,59,30,61,21,63,53,65,83,67,27,69,70,71,87,89,74,60,76,8,10,79,80,24,66,48,84,39,86,46,68,52,90,26,92,93,73,47,64,33,98,99
0,25,2,3,94,37,23,1,45,9,6,89,42,5,51,15,16,88,18,12,20,7,22,17,57,19,91,96,56,29,77,31,32,13,34,14,36,81,73,97,40,41,54,43,44,72,78,75,28,49,50,4,95,82,11,55,62,35,58,59,30,61,21,87,53,65,83,67,27,69,70,71,60,24,74,63,76,8,10,79,80,85,66,48,84,39,86,46,68,52,90,26,92,93,38,47,64,33,98,99
0,25,2,3,94,37,23,1,45,9,6,89,5,82,51,15,16,88,18,12,20,7,22,17,57,19,91,54,56,29,77,31,32,13,34,14,93,81,73,97,40,41,42,43,44,72,78,75,28,49,50,4,64,53,11,55,62,35,58,59,30,61,21,87,95,65,83,67,27,69,70,71,60,24,74,63,76,8,10,79,80,85,66,48,84,39,86,46,68,52,90,26,92,96,38,47,36,33,98,99
0,25,23,3,94,30,63,1,45,9,6,89,5,82,51,98,16,88,18,12,20,7,22,17,57,19,91,54,56,29,77,31,32,13,34,14,93,81,73,97,40,41,42,43,44,72,78,75,28,49,50,4,64,53,11,55,62,35,58,59,68,61,21,87,80,65,83,67,27,69,70,71,60,24,74,15,76,8,10,79,37,85,66,48,84,39,86,46,95,52,90,26,92,96,38,47,36,33,2,99
0,25,23,3,94,30,63,1,45,9,6,89,5,82,51,58,16,17,18,12,20,7,22,4,57,19,91,54,88,29,77,31,32,13,34,14,93,81,73,97,40,41,42,43,44,72,78,75,28,49,50,56,64,53,11,55,62,35,26,59,24,61,21,87,80,65,83,67,27,69,70,71,60,68,74,15,98,8,10,79,37,85,66,48,84,39,86,46,95,52,90,76,92,96,38,47,36,33,2,99
0,25,23,3,94,30,84,5,45,9,66,89,1,82,51,58,16,17,18,12,20,7,22,4,57,19,91,54,88,29,77,31,32,13,34,14,93,81,73,97,40,41,42,43,44,72,78,75,28,49,50,56,64,74,11,55,62,35,26,59,24,61,21,87,80,65,83,67,27,69,70,71,60,68,90,15,98,8,10,79,37,85,6,48,38,39,86,46,95,52,63,76,92,96,53,47,36,33,2,99
0,25,23,3,94,30,84,5,45,9,66,89,1,82,51,58,16,63,18,12,20,7,22,4,57,19,91,54,88,29,77,49,17,13,34,14,93,81,73,97,31,41,42,43,44,72,78,75,28,32,50,56,64,74,11,55,62,35,26,39,24,61,21,87,80,65,83,67,27,69,70,71,60,68,90,15,98,8,10,79,59,85,6,48,38,33,86,46,95,52,40,76,92,96,53,47,36,37,2,99
0,25,23,3,94,30,84,5,45,9,66,89,1,82,51,58,16,63,74,12,20,7,22,4,57,19,37,54,88,29,77,49,17,13,34,14,93,81,73,97,31,41,85,43,44,72,78,75,28,32,50,56,64,68,11,55,62,35,26,39,24,61,21,87,80,65,83,67,27,69,70,71,60,96,90,42,98,8,10,79,18,91,6,48,38,33,86,46,95,52,40,76,92,59,53,47,36,15,2,99
0,25,23,3,94,30,84,5,45,9,34,89,66,82,51,58,16,63,74,12,20,7,1,4,57,19,37,54,88,29,77,56,17,13,41,14,93,81,73,97,31,22,85,43,44,72,78,75,28,32,50,95,64,68,11,55,6,35,26,39,24,61,21,87,80,65,83,67,27,69,70,71,60,96,90,42,98,8,10,79,18,91,62,48,38,33,86,46,49,52,40,76,92,59,53,47,36,15,2,99
0,25,23,3,94,30,84,5,45,9,34,89,66,82,51,74,16,63,39,12,58,7,19,4,57,14,37,54,88,29,77,56,17,13,41,20,93,81,73,97,31,22,85,43,44,72,78,75,28,32,50,95,64,99,11,55,6,35,26,86,24,61,21,87,80,65,83,67,27,69,70,71,60,96,90,42,98,8,10,79,18,91,62,48,38,33,1,46,49,52,40,76,92,59,53,47,36,15,2,68
0,4,23,3,94,30,84,5,45,9,34,89,66,82,51,74,16,63,39,12,58,7,19,25,57,14,37,54,22,29,77,56,17,13,41,20,93,81,73,97,31,46,32,43,44,72,78,75,28,80,50,95,64,99,11,55,6,35,26,86,24,61,21,87,88,65,83,67,27,69,70,71,60,96,90,42,98,8,10,79,18,91,62,48,38,33,1,85,49,92,40,76,52,59,53,47,36,15,2,68
