0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
44,70,77,9,42,16,30,72,87,69,96,46,39,47,58,55,37,27,98,5,76,61,34,26,33,3,43,19,56,83,60,84,12,57,53,63,7,85,59,1,35,92,95,2,6,15,29,73,66,4,82,0,75,40,28,50,51,41,88,99,10,67,68,89,22,48,94,64,90,97,74,54,20,80,79,21,32,71,23,8,52,25,93,78,17,81,11,36,91,14,86,13,18,65,24,49,45,31,62,38
82,86,76,94,24,5,12,6,43,42,87,69,48,31,91,26,1,88,47,74,57,67,27,62,54,89,75,15,45,85,55,38,3,53,81,65,64,46,49,25,97,59,56,90,0,17,9,14,58,52,19,8,33,32,23,77,18,68,70,71,28,41,80,72,92,99,13,7,30,79,39,73,10,63,36,20,37,78,60,44,51,66,21,95,16,22,93,11,50,4,83,98,2,84,96,40,29,61,34,35
4,45,51,32,9,30,20,29,53,82,2,62,26,18,46,11,79,93,16,5,86,64,36,34,66,12,10,19,52,21,91,56,43,38,35,49,89,95,3,96,55,1,39,70,8,78,63,25,23,90,81,28,50,88,75,84,67,94,59,83,97,27,13,76,61,73,80,17,99,87,74,6,60,98,33,71,24,68,69,65,40,14,92,15,58,85,57,41,47,48,72,37,54,77,31,7,42,0,44,22
39,88,23,16,66,85,60,41,57,31,87,49,64,3,27,78,1,6,19,10,89,52,14,70,7,25,28,91,65,11,83,99,53,55,93,33,32,98,2,50,26,46,22,0,56,59,43,62,67,74,72,51,40,36,38,8,47,75,35,68,44,17,24,71,76,79,21,29,82,34,15,58,63,81,20,5,94,54,95,9,86,4,45,90,97,96,37,61,73,30,84,92,42,12,69,13,77,48,18,80
87,71,0,7,64,73,22,99,69,33,11,43,34,53,48,72,45,88,59,17,28,2,84,23,89,50,51,19,40,83,58,24,46,96,1,85,31,95,56,15,6,39,25,80,79,38,70,41,8,54,75,67,77,16,93,14,57,61,98,60,76,49,10,44,81,36,91,20,97,3,68,94,5,78,47,74,26,63,55,82,4,62,29,13,27,92,12,9,18,86,32,30,52,66,21,35,90,42,65,37
56,78,97,69,0,15,16,80,72,39,6,33,24,18,11,86,66,67,45,82,62,35,74,87,8,84,37,22,50,75,57,52,53,1,63,93,89,71,29,55,98,99,10,14,70,17,31,65,60,90,34,7,43,91,58,26,92,28,25,85,51,83,59,79,73,40,38,12,27,81,94,4,20,23,9,68,42,36,13,19,21,77,32,30,61,47,48,64,41,3,49,95,88,96,2,76,46,54,5,44
49,98,3,46,80,93,71,83,55,78,38,87,57,99,90,44,17,48,33,84,63,26,12,0,53,7,69,18,59,68,21,88,74,61,2,40,31,16,22,94,6,85,28,24,56,51,35,82,5,27,14,30,23,72,4,89,76,45,32,15,77,20,9,11,62,37,79,50,95,70,86,8,1,67,19,54,92,47,66,42,60,52,13,25,73,97,91,41,39,96,65,29,58,64,10,36,75,34,81,43
45,59,64,24,58,72,54,30,44,68,29,48,53,91,46,52,37,23,47,61,2,55,19,65,88,28,20,25,93,17,83,92,63,79,56,0,95,38,89,75,62,9,3,27,67,31,15,8,94,96,13,11,49,18,26,35,41,6,80,40,12,21,16,43,34,4,42,77,39,22,1,86,82,70,10,66,33,5,32,71,98,87,81,14,74,69,78,51,7,57,99,73,97,76,84,90,36,50,85,60
94,62,76,12,18,92,74,25,35,28,6,22,40,97,47,58,13,82,0,81,78,80,21,56,83,10,17,45,98,5,53,64,41,27,39,26,79,46,8,37,1,99,87,91,34,84,42,51,43,88,23,7,24,72,70,9,33,55,49,57,14,48,71,11,95,68,96,15,44,36,16,59,32,69,90,65,63,2,60,29,75,20,86,50,61,85,52,67,89,66,30,31,93,54,3,38,73,77,4,19
51,34,97,0,79,44,72,67,65,5,38,33,85,39,71,10,58,15,88,78,1,84,57,23,99,46,4,6,19,48,95,74,30,96,68,83,49,31,73,56,81,89,50,3,24,86,76,54,41,9,60,32,13,2,26,36,62,20,52,77,94,27,93,80,42,45,40,16,55,22,29,37,82,92,47,8,21,66,17,12,28,64,14,11,91,43,59,98,7,87,61,53,90,35,18,70,69,63,75,25
69,42,58,95,93,50,47,66,35,86,2,89,9,72,18,68,52,16,84,99,64,41,53,55,70,10,48,49,8,31,98,7,56,12,75,45,92,24,97,85,30,32,15,80,27,5,96,67,19,46,1,65,78,77,38,94,87,22,54,29,26,81,33,6,60,63,74,59,17,37,14,3,83,73,91,57,61,11,79,62,20,28,44,36,51,88,25,82,40,34,13,23,39,21,71,90,0,76,43,4
36,6,54,96,68,11,80,3,28,88,56,65,85,26,15,42,93,35,12,23,55,20,79,76,69,82,47,1,39,32,2,94,30,43,58,64,5,75,38,34,4,44,24,91,17,18,63,9,41,51,67,53,66,60,72,52,84,90,29,31,89,10,19,74,83,46,59,8,48,95,78,16,77,71,40,25,49,81,92,50,97,57,0,99,98,86,13,7,21,70,27,37,22,61,73,87,14,45,62,33
95,98,23,89,58,53,43,60,42,35,29,92,21,17,41,71,4,84,64,37,31,77,76,18,83,75,9,7,46,36,5,8,52,12,48,1,91,2,40,73,63,93,30,57,61,47,33,81,22,28,32,25,13,54,97,85,0,59,87,15,70,51,56,82,72,50,6,49,78,27,19,90,11,67,80,62,94,96,3,45,14,65,26,66,20,99,88,79,86,38,74,16,69,34,44,68,39,10,24,55
67,94,99,54,59,23,69,15,66,18,82,72,11,13,16,14,87,25,52,35,37,41,63,70,95,49,79,53,81,46,3,60,6,97,84,56,78,68,22,80,58,55,24,88,17,5,43,20,89,76,75,7,28,19,1,71,74,42,32,12,30,65,29,2,47,44,91,86,85,8,96,26,40,50,36,51,77,10,21,57,98,4,64,33,34,61,93,45,48,92,38,31,62,27,83,90,73,0,39,9
35,67,20,51,84,76,39,55,74,19,33,78,45,24,21,49,25,34,91,88,57,65,37,62,54,43,14,92,66,71,58,95,10,82,8,70,68,30,44,63,60,98,5,56,89,83,79,15,3,52,64,90,94,61,11,2,50,59,27,87,81,46,47,75,22,48,23,42,32,9,85,28,0,86,26,1,73,18,17,40,36,96,80,16,4,77,29,31,7,41,69,12,13,38,93,72,99,97,6,53
82,26,60,61,79,38,14,5,33,95,54,56,40,98,4,27,69,70,64,86,99,7,91,93,52,3,17,35,63,59,47,42,15,6,10,58,22,83,68,50,36,90,96,74,39,41,23,87,0,20,71,62,84,13,49,88,65,94,77,46,72,11,37,67,53,2,28,29,16,55,44,45,43,24,97,89,8,57,51,1,80,73,75,48,9,12,21,25,30,31,19,85,34,66,76,18,81,92,78,32
84,61,96,9,42,58,74,64,14,83,27,28,57,25,7,45,82,98,53,13,5,78,47,54,65,41,12,31,1,17,93,46,49,44,59,29,35,70,73,92,6,66,22,69,97,10,43,0,48,68,99,32,72,87,3,15,62,67,33,26,30,38,52,86,16,71,34,39,89,2,21,11,23,36,20,19,51,18,81,80,75,91,88,85,76,63,37,77,79,60,94,95,50,8,4,55,90,24,56,40
37,23,61,31,15,49,78,14,87,66,9,68,8,28,99,93,45,60,54,26,46,36,72,55,57,86,40,70,12,38,2,7,21,19,41,64,52,25,5,16,95,50,83,3,20,91,11,56,63,24,44,71,59,10,13,92,34,51,90,47,18,80,73,88,43,82,74,89,33,35,97,84,62,1,0,77,27,4,48,17,53,85,65,94,30,32,69,58,6,42,96,76,75,98,81,22,29,39,67,79
11,29,57,67,66,80,69,47,5,64,55,94,87,62,32,99,82,10,83,41,51,50,78,8,6,44,27,60,38,97,61,65,18,14,86,37,39,30,46,7,72,91,54,63,95,1,98,16,9,31,33,52,34,73,70,56,22,17,42,49,59,21,3,23,92,89,48,93,12,96,68,26,81,36,88,28,0,45,58,15,77,43,25,13,53,40,76,2,20,79,84,85,71,90,35,75,19,4,74,24
98,42,68,66,24,39,75,70,83,0,86,46,4,64,6,35,25,54,89,91,14,1,5,62,67,97,49,82,55,63,27,87,8,78,47,12,17,43,28,84,80,36,65,71,29,15,61,50,53,88,3,99,58,96,48,23,69,56,40,44,93,38,32,19,94,85,72,21,45,22,37,57,18,76,95,31,2,59,33,77,13,34,16,7,60,74,90,79,30,41,51,52,26,10,9,11,73,81,92,20
82,51,37,27,66,18,29,8,70,61,98,88,83,48,43,22,80,89,11,28,13,15,62,25,54,78,4,33,93,76,39,63,9,92,16,77,35,55,21,5,20,6,26,65,45,84,59,31,99,32,36,97,81,75,74,64,60,0,50,73,14,85,17,38,52,79,24,90,91,49,10,40,95,53,71,19,3,67,47,68,57,42,23,12,86,46,1,41,44,7,30,56,87,69,58,94,2,96,72,34
