0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
92,89,87,85,93,42,18,90,11,3,46,0,38,80,78,68,9,39,59,77,5,49,96,61,17,51,52,40,75,69,32,37,84,63,86,54,33,21,13,30,94,95,73,66,26,55,53,36,50,20,44,88,23,47,60,71,7,83,4,27,14,45,31,58,56,6,16,76,22,19,2,79,65,8,1,41,28,70,24,97,57,35,81,12,82,48,25,98,29,74,91,34,15,64,67,99,72,62,43,10
17,59,40,32,10,55,12,89,58,79,3,1,84,63,51,36,43,11,97,15,33,2,95,68,8,28,86,57,92,35,87,64,78,67,6,31,13,25,22,23,26,45,27,20,71,82,7,81,70,5,85,52,0,14,42,30,61,46,18,77,38,37,4,60,91,99,72,94,19,53,24,69,48,83,88,39,76,16,41,49,29,50,62,34,80,54,73,56,66,44,75,47,74,90,96,21,9,98,65,93
34,17,36,77,6,72,56,76,15,53,75,3,97,44,14,95,18,29,94,38,57,63,26,35,13,39,43,30,65,91,84,85,70,23,21,79,59,83,54,60,31,69,45,11,89,47,20,96,1,74,52,5,62,92,98,55,22,71,86,68,51,27,7,66,25,58,37,49,90,32,16,67,2,40,46,9,12,81,33,50,41,93,99,19,28,48,10,61,87,0,88,24,4,8,82,73,42,64,80,78
12,41,82,50,8,76,10,57,53,7,59,54,22,24,9,55,43,45,91,93,11,52,17,74,98,58,36,83,88,6,99,16,23,73,40,89,35,1,48,4,44,66,69,64,79,56,14,3,95,5,51,32,71,38,13,26,46,39,49,81,18,72,27,42,92,80,67,33,65,85,68,97,87,77,30,19,78,75,37,84,25,15,34,63,0,2,20,29,70,60,47,86,62,61,31,28,96,21,94,90
58,21,30,1,90,86,4,70,15,73,29,63,98,82,55,8,16,0,12,50,27,34,3,45,91,75,22,69,24,59,71,37,60,78,20,99,18,17,11,32,64,87,35,14,28,40,2,38,41,56,89,47,83,19,31,9,65,61,67,7,97,13,96,33,72,79,57,48,77,94,5,88,53,81,36,6,54,42,46,23,85,51,66,39,44,74,10,62,26,93,92,80,95,43,49,76,25,84,68,52
93,14,47,43,15,20,31,35,81,28,4,7,82,18,97,57,87,11,74,40,41,76,22,91,8,77,0,92,27,84,42,75,96,88,29,48,85,39,53,5,70,83,6,71,21,26,61,62,64,52,44,19,38,1,95,12,94,67,73,69,66,68,98,17,56,89,79,46,3,24,25,65,13,58,55,54,23,72,99,86,59,78,30,10,32,2,45,63,36,16,49,60,50,80,33,9,90,51,37,34
55,32,33,26,14,87,13,5,94,11,40,43,76,31,15,77,81,25,47,51,85,19,97,34,39,66,9,7,61,48,59,98,88,44,41,24,16,3,78,89,58,84,95,46,69,91,37,70,62,92,20,17,35,57,90,28,50,27,82,74,75,4,6,99,64,18,63,67,8,65,2,68,71,52,86,36,72,12,96,38,56,23,45,60,1,93,73,83,0,54,22,80,21,49,10,29,42,30,79,53
43,15,86,19,62,90,79,17,6,75,84,31,63,83,34,66,55,81,60,1,41,18,49,24,16,40,57,59,64,4,8,94,51,58,74,28,30,5,33,77,36,56,92,42,37,54,38,7,20,97,67,14,52,11,82,35,93,80,76,3,2,29,9,12,61,0,26,85,44,95,89,25,13,88,32,47,45,71,10,78,48,46,96,27,50,99,22,21,87,23,39,69,70,68,98,65,53,72,73,91
3,14,19,92,81,30,75,64,44,58,74,11,0,50,98,31,87,77,78,85,48,34,71,83,23,90,82,69,2,32,33,40,28,88,76,46,73,35,17,61,27,96,56,70,1,12,24,10,7,94,60,53,95,36,59,93,63,45,20,89,37,52,42,67,6,65,97,43,54,25,49,47,41,62,99,13,79,29,39,57,21,4,68,9,16,15,86,22,38,5,26,55,8,91,84,66,51,80,72,18
10,38,12,17,5,32,66,35,7,50,60,25,84,41,63,28,55,26,70,71,82,15,65,34,31,16,69,39,97,77,79,48,8,59,62,94,74,27,98,21,96,85,42,92,87,86,0,99,47,52,88,46,80,91,83,23,24,37,9,61,44,68,45,4,29,11,49,54,57,33,81,90,43,76,3,93,64,13,14,95,72,89,19,6,53,30,58,67,51,75,78,40,36,22,56,73,18,20,1,2
35,65,95,91,54,63,49,19,26,70,42,98,89,82,46,97,40,5,94,69,31,28,71,43,17,96,18,60,47,14,2,93,52,10,36,90,53,92,73,61,11,16,33,86,81,55,3,41,9,50,77,29,79,32,37,44,39,78,64,80,7,62,27,13,68,66,24,83,6,84,23,51,59,15,58,20,87,48,88,75,38,74,99,76,8,72,4,57,0,34,67,25,85,12,30,1,21,56,45,22
54,30,7,20,90,59,47,16,75,98,36,26,9,60,76,62,93,25,63,12,38,6,89,32,56,17,99,2,82,19,52,34,44,50,94,37,78,27,8,28,80,65,66,64,4,96,23,97,41,85,39,10,74,68,49,53,55,57,72,11,58,43,81,1,95,14,88,33,3,48,22,69,79,0,35,21,77,70,29,13,71,84,67,5,31,92,86,24,18,83,73,51,45,40,61,46,42,91,15,87
