0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
95,29,63,61,23,58,75,19,88,40,15,39,55,66,71,70,65,5,83,77,99,56,86,2,49,57,43,92,22,17,31,96,28,53,67,78,54,1,44,27,35,79,6,38,73,59,85,45,90,12,9,91,18,98,21,7,50,24,33,80,11,82,76,74,94,81,3,60,69,68,34,36,30,26,32,87,25,97,41,72,42,64,20,0,48,51,89,62,52,37,8,46,93,14,13,16,4,84,47,10
90,53,82,85,2,44,47,26,40,73,78,80,66,20,98,3,14,51,31,27,62,91,77,61,48,52,46,63,11,81,83,97,88,43,38,24,50,7,30,32,65,4,22,74,18,55,36,95,45,59,75,37,56,79,94,8,10,54,57,16,6,28,72,25,99,41,84,21,17,93,67,92,13,87,71,33,35,1,64,86,34,42,19,5,70,89,9,58,69,49,39,23,0,96,15,76,29,60,12,68
12,26,87,89,66,2,43,47,51,56,50,21,29,86,74,68,63,39,0,80,18,28,62,81,17,6,38,69,78,24,5,22,20,70,42,30,82,54,36,77,11,33,34,95,48,31,4,85,59,40,65,14,41,73,88,79,27,75,37,99,19,52,58,46,94,96,49,76,84,13,61,44,16,57,64,7,67,25,45,72,90,32,83,3,35,71,1,53,15,23,9,55,60,98,10,97,93,92,8,91
25,11,38,32,19,42,55,6,64,69,4,84,73,92,85,53,99,66,34,1,52,8,91,95,54,94,27,76,9,60,46,18,98,22,56,39,31,90,59,14,33,15,44,36,89,67,61,70,48,50,80,57,68,17,75,2,5,21,23,58,49,71,51,86,63,88,97,93,3,7,16,72,40,29,47,82,30,0,41,77,20,24,78,74,10,96,87,81,79,35,45,28,62,13,65,83,12,37,26,43
74,84,6,58,72,79,71,44,9,39,18,36,14,78,98,3,20,26,94,38,32,62,99,93,81,42,86,29,33,59,13,61,7,63,5,40,30,49,0,47,89,31,25,41,37,11,91,50,67,53,16,66,87,95,51,75,46,73,4,19,21,80,45,96,77,23,88,68,10,27,35,24,85,64,28,52,65,69,83,76,8,17,97,56,90,54,12,60,57,70,34,82,1,43,92,55,48,22,2,15
16,23,88,79,17,56,59,42,50,60,46,5,44,38,47,89,29,11,12,78,19,33,24,31,10,58,41,2,95,6,73,93,53,98,0,87,54,22,69,21,65,40,96,80,64,55,36,86,48,97,7,39,84,74,63,67,43,35,15,8,37,49,91,62,83,34,57,25,3,61,75,14,70,32,4,66,28,94,90,99,71,1,9,76,82,30,68,52,85,81,51,92,27,72,20,77,45,26,18,13
18,52,43,46,31,69,27,19,53,62,58,88,93,28,11,3,41,77,36,4,24,63,85,55,70,80,42,16,10,51,71,83,35,68,8,7,48,13,57,89,45,15,25,20,29,49,79,38,39,92,76,72,0,84,5,32,14,1,99,61,75,66,22,12,73,60,40,30,59,81,96,33,95,98,6,74,54,2,26,34,82,94,87,47,56,65,21,78,9,67,86,23,17,90,64,37,50,44,97,91
57,13,10,24,99,17,33,1,82,45,40,8,30,50,98,29,76,31,97,9,38,37,41,52,68,67,65,73,39,46,28,32,70,44,75,64,49,86,94,34,93,27,51,56,58,60,85,69,20,18,6,79,59,26,61,22,19,5,54,0,66,80,11,91,63,55,14,90,42,12,84,87,78,96,71,95,16,4,62,21,43,15,36,7,47,88,48,74,92,25,81,35,23,3,77,72,89,2,53,83
42,75,99,81,64,80,20,43,97,58,62,84,87,12,6,13,52,0,69,19,78,39,54,16,59,24,36,70,23,57,10,30,28,68,2,55,17,11,25,37,73,74,1,91,33,86,35,51,41,93,67,26,53,32,63,18,45,56,90,79,83,96,15,34,38,98,88,14,82,27,29,65,40,95,60,50,47,8,76,89,5,66,7,49,9,92,94,21,61,77,4,72,48,44,3,31,22,71,85,46
43,14,20,62,37,38,61,40,35,30,90,88,22,92,94,84,18,28,11,9,56,68,85,67,19,2,27,10,16,39,5,4,81,31,60,13,47,29,33,23,52,82,26,3,24,48,7,49,72,44,58,50,25,95,76,6,86,55,83,34,41,1,70,75,8,57,69,59,36,97,65,91,71,66,74,73,98,42,32,79,21,54,15,96,46,80,99,77,89,17,64,87,51,93,45,78,53,63,0,12
54,35,21,28,79,53,3,39,57,80,19,33,23,20,98,83,82,50,36,1,60,44,55,25,48,59,37,34,99,62,63,31,56,73,13,8,91,5,88,38,43,77,14,93,7,2,75,96,65,72,11,15,45,70,41,78,69,86,94,67,40,84,10,90,95,12,30,76,85,6,16,49,97,29,81,26,89,58,52,87,27,68,0,18,64,9,71,4,24,66,17,47,74,51,46,61,22,32,42,92
37,98,1,38,75,18,25,46,70,60,97,49,35,57,21,56,8,59,24,34,81,50,27,36,89,63,92,39,14,19,52,44,74,95,26,6,83,31,71,12,99,11,72,4,41,54,5,82,43,0,17,76,91,96,80,94,42,22,9,58,67,85,53,3,90,68,86,69,10,64,45,23,48,20,32,33,28,40,61,62,66,16,13,78,87,88,84,7,47,79,15,65,30,2,93,73,55,51,77,29
