0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,88,96,44,57,24,21,91,61,9,73,98,79,29,38,93,76,36,18,34,22,97,55,10,87,82,2,1,19,7,30,33,8,40,3,60,15,37,64,39,6,41,5,43,14,95,51,47,67,12,59,89,52,53,4,28,56,27,58,35,23,26,77,63,85,65,66,48,17,69,70,80,72,42,32,75,62,92,46,49,68,81,84,83,71,16,86,45,31,74,25,90,20,11,94,54,13,50,78,99
4,61,96,44,66,68,81,91,16,40,89,71,41,79,38,93,55,31,47,34,22,36,28,80,23,82,56,1,58,97,30,43,8,35,63,15,20,32,33,39,74,7,5,9,51,25,6,57,42,0,14,75,52,53,88,60,85,27,10,24,70,26,69,12,37,13,45,11,17,78,72,2,18,98,90,48,62,67,19,49,84,21,87,29,73,46,86,76,92,59,64,83,3,65,94,54,77,50,95,99
59,72,61,86,11,95,75,71,34,0,76,81,32,65,38,41,54,31,15,57,22,33,58,92,19,82,56,25,83,97,30,43,8,55,52,90,17,5,48,40,18,7,23,9,51,3,6,1,42,29,45,44,96,28,99,16,85,53,10,47,70,26,69,12,36,2,62,80,68,88,77,93,20,66,39,74,98,67,35,49,91,21,50,37,73,63,89,14,27,94,64,78,24,84,79,87,60,4,46,13
43,72,37,86,93,53,91,19,34,50,76,69,60,20,1,41,92,58,71,45,70,33,55,29,88,82,56,11,17,10,30,12,61,40,38,90,54,18,26,66,31,7,23,6,52,51,28,99,15,14,95,32,98,2,59,16,85,36,83,47,78,8,79,65,48,49,89,80,74,94,57,63,75,22,39,67,81,44,77,62,4,21,46,96,73,97,3,68,27,42,64,5,24,84,25,87,0,35,9,13
43,32,70,78,93,84,26,74,59,19,94,37,73,88,35,87,66,58,79,45,15,86,39,29,53,82,56,69,6,10,3,12,41,64,40,90,97,18,44,7,31,80,16,63,52,71,91,27,1,51,72,17,98,8,14,76,95,50,81,47,38,67,89,60,85,96,33,22,68,4,20,5,75,54,92,55,99,61,77,2,30,21,46,49,34,62,11,23,57,42,36,48,24,28,25,83,0,65,9,13
29,7,95,78,2,83,86,74,26,79,94,34,98,32,35,30,56,18,66,45,50,44,39,92,57,16,76,60,6,10,99,73,41,69,8,90,58,4,11,61,55,64,87,80,52,62,70,1,21,71,14,38,23,3,40,43,93,24,81,47,37,67,13,68,84,96,17,22,9,15,20,5,0,54,59,89,88,25,77,82,53,49,19,12,63,51,97,27,33,42,36,48,31,28,85,72,46,65,91,75
30,77,95,78,94,21,61,42,37,58,45,44,2,32,28,89,56,14,66,52,23,83,39,31,12,47,88,60,80,10,99,41,72,43,59,15,51,79,19,67,53,93,98,35,48,62,87,1,50,54,73,38,20,40,4,92,34,24,91,90,55,7,68,65,84,96,17,97,9,22,16,5,26,0,75,63,6,70,29,82,69,49,81,57,25,74,71,27,33,13,36,8,76,11,85,86,46,64,18,3
43,17,15,78,95,29,61,42,9,27,79,87,2,32,89,7,80,14,66,18,46,22,44,64,12,47,91,97,88,10,71,41,77,76,59,67,51,90,56,8,53,40,98,75,21,62,74,1,16,36,52,28,20,19,4,3,54,24,85,5,0,35,68,83,45,72,11,58,63,37,31,70,26,69,48,60,50,84,65,30,6,55,81,57,73,34,39,49,25,94,13,93,96,92,99,86,82,38,33,23
71,22,87,89,23,12,48,13,40,27,19,62,53,46,31,29,39,55,21,61,18,24,4,83,26,57,43,50,58,10,49,90,77,76,9,30,17,37,56,92,97,84,98,6,88,45,93,1,16,36,33,28,20,59,73,3,91,32,74,5,0,35,67,80,11,25,64,79,63,99,52,70,2,69,54,60,8,85,65,44,75,41,81,7,42,34,51,72,68,94,78,95,82,96,66,86,15,38,14,47
83,17,97,89,45,46,19,13,40,84,88,62,39,0,8,29,59,95,18,57,66,67,85,65,26,41,43,50,87,10,72,32,79,76,9,58,49,92,56,90,3,91,25,37,55,30,38,12,16,51,53,78,42,1,73,99,63,81,31,82,69,35,23,77,20,61,64,33,36,98,52,94,2,28,48,14,74,4,6,44,75,71,93,60,21,70,24,5,68,54,27,80,22,96,34,86,15,7,11,47
