0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
51,28,95,82,78,65,75,36,66,67,20,29,96,26,37,84,24,70,27,56,18,43,30,81,9,64,98,53,35,80,46,40,38,41,48,15,3,4,94,32,2,86,68,44,17,74,11,58,10,57,14,62,87,88,13,92,79,34,21,22,59,60,0,19,45,63,61,1,55,76,39,42,99,93,69,77,7,23,83,73,47,54,33,91,71,89,49,50,6,85,5,12,90,52,97,31,72,25,16,8
15,3,66,24,65,1,95,44,89,61,98,26,60,10,12,87,59,75,85,39,64,69,94,41,23,9,73,16,50,36,11,93,67,43,49,21,32,20,80,42,81,77,30,27,31,28,25,55,52,4,46,6,68,14,34,83,72,86,88,82,17,47,40,84,74,18,22,33,76,71,79,19,0,35,54,48,63,29,96,78,70,7,92,97,51,8,57,91,38,13,56,2,5,62,58,37,53,99,90,45
8,40,50,18,2,17,37,61,79,48,88,93,58,62,83,23,81,27,77,57,25,76,10,9,28,82,99,52,4,49,45,35,44,96,38,95,6,13,0,87,71,66,24,31,1,51,56,78,90,53,92,29,16,30,86,72,80,97,7,89,70,84,60,69,14,33,47,12,39,41,75,22,15,19,36,3,65,20,5,11,67,91,74,73,85,94,21,98,63,46,34,55,64,54,59,26,68,32,42,43
56,48,45,9,36,57,67,23,10,86,40,14,76,13,55,11,51,38,79,26,88,80,33,27,54,50,59,69,64,60,8,58,22,3,63,17,82,78,19,31,87,35,49,5,16,92,74,20,1,41,96,73,70,66,46,68,0,34,97,77,30,72,21,2,44,81,43,85,4,7,42,32,37,29,94,15,90,62,39,24,83,89,75,71,98,95,25,91,99,53,84,28,52,18,12,61,65,93,47,6
97,80,26,92,54,34,46,52,87,69,74,61,31,41,16,44,65,78,27,25,10,88,43,4,89,0,95,68,50,67,62,91,75,66,59,49,57,18,83,33,20,19,39,40,42,76,11,7,81,98,21,2,32,30,23,58,9,24,73,94,37,12,85,48,13,70,1,17,64,3,72,63,90,99,84,28,22,96,82,93,79,71,53,47,8,51,14,77,60,35,5,29,6,15,56,86,45,36,38,55
43,94,35,69,97,82,84,8,50,5,56,79,60,47,26,98,74,88,16,66,30,46,12,96,93,58,57,39,68,64,34,32,83,99,6,71,13,77,95,42,72,87,15,73,29,54,31,52,70,2,65,4,37,92,18,40,38,49,36,7,85,19,33,3,21,28,86,45,78,91,27,53,75,89,67,24,63,44,11,51,90,62,76,22,81,61,59,20,25,9,48,80,55,14,0,41,1,17,10,23
89,52,31,10,62,76,77,92,81,47,45,84,13,16,23,60,33,0,53,40,63,14,75,18,9,42,91,17,72,29,93,35,57,78,83,5,61,41,67,88,3,64,44,58,1,90,27,70,80,68,49,87,28,7,86,54,30,71,99,12,56,74,59,34,4,97,46,48,55,26,66,6,94,8,65,36,22,69,25,95,50,51,82,85,32,39,19,79,43,15,21,38,2,24,20,98,37,11,73,96
27,28,94,16,37,85,7,95,33,54,50,92,73,11,4,78,20,75,86,30,40,22,88,91,46,84,13,93,90,23,97,68,9,6,36,0,59,25,26,49,43,65,12,35,70,55,14,38,57,52,96,58,45,18,71,42,79,56,44,21,89,76,64,53,77,82,63,67,29,5,24,83,3,1,48,51,66,99,72,87,61,74,31,62,69,10,8,41,47,80,2,39,19,81,17,15,32,34,98,60
69,23,87,31,1,46,0,6,88,13,7,10,99,30,19,56,73,39,9,38,65,66,42,63,11,17,75,48,44,62,8,52,58,32,54,67,18,60,64,81,98,33,93,70,3,51,27,84,72,47,12,92,37,59,97,74,21,79,83,5,94,85,45,34,35,78,20,68,4,95,2,16,49,86,76,61,77,24,57,80,50,29,55,40,22,43,96,91,36,53,28,82,25,14,90,41,26,15,71,89
5,57,31,27,29,28,3,58,4,14,40,41,75,25,78,24,42,1,84,60,87,44,67,45,12,46,47,36,94,0,77,64,56,34,71,10,37,85,72,19,8,62,73,90,79,39,76,50,6,43,59,66,49,83,61,21,69,92,65,54,86,23,9,52,89,80,15,96,74,91,97,38,81,53,82,68,22,20,63,13,18,35,70,98,17,7,48,30,88,55,16,26,33,99,51,32,11,95,2,93
1,23,45,47,0,16,33,78,90,12,88,82,32,44,54,70,96,80,74,18,64,8,65,19,98,52,63,81,59,10,13,14,41,15,4,91,9,89,67,50,11,42,60,73,30,87,58,5,36,2,99,56,27,34,62,38,37,17,85,3,94,72,75,43,35,51,29,28,7,76,24,21,69,68,97,25,77,57,83,61,31,46,6,86,95,48,53,39,93,79,55,66,84,40,49,92,26,22,71,20
