0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
67,11,1,12,80,5,6,68,64,37,60,77,58,54,46,84,75,17,29,55,85,33,63,16,51,25,50,27,28,76,3,72,32,19,48,21,30,31,88,41,40,22,42,43,44,39,49,47,73,65,82,15,52,14,0,98,61,87,91,59,13,79,62,53,23,38,36,45,90,20,70,96,99,4,74,57,89,66,78,8,2,81,69,83,7,56,86,24,10,92,9,71,26,93,94,95,34,97,18,35
72,56,24,57,80,9,4,29,55,75,60,49,52,15,69,92,73,17,11,5,77,68,99,31,51,10,45,93,28,98,3,2,71,27,48,50,54,79,33,41,40,81,46,26,44,38,0,25,18,6,82,22,12,14,47,85,61,87,42,70,95,30,62,53,1,43,36,84,90,88,89,96,35,13,74,19,16,97,58,8,59,20,32,83,7,23,86,39,63,76,65,34,66,37,94,21,64,67,78,91
66,58,89,32,80,53,22,74,55,65,78,49,44,35,69,83,50,19,11,73,10,77,99,43,21,45,48,25,62,76,30,31,28,12,97,87,36,4,33,54,40,96,46,41,60,52,0,91,56,6,82,75,7,98,86,2,61,18,42,72,95,67,57,8,1,81,71,84,90,3,88,9,24,13,26,38,51,85,23,92,59,20,16,5,70,17,47,14,63,68,15,34,79,93,94,29,64,39,37,27
34,78,68,32,35,53,24,74,69,56,83,49,63,17,44,99,54,94,45,11,2,77,72,36,20,76,96,25,47,40,65,71,62,23,61,87,95,4,33,12,41,37,46,14,60,88,0,28,7,22,19,86,66,91,55,48,80,18,42,39,97,10,57,51,1,81,92,67,90,13,3,15,27,30,26,38,98,85,84,8,59,73,29,82,31,89,70,16,21,50,6,75,79,93,58,52,64,43,5,9
34,65,99,3,0,67,92,55,44,89,18,49,1,58,7,66,54,94,28,11,2,77,72,87,29,83,43,25,78,47,40,81,14,23,61,64,95,4,53,12,10,96,46,63,9,88,68,80,13,20,50,86,24,37,17,73,98,71,21,39,97,38,59,51,52,33,42,26,90,22,16,62,93,30,27,48,84,79,69,8,91,6,5,82,31,60,36,45,15,75,85,56,70,32,19,74,57,35,76,41
12,62,99,61,65,67,74,55,44,7,18,83,28,35,82,26,54,94,79,1,5,10,72,39,31,6,50,95,51,47,0,40,14,27,64,89,75,41,57,19,37,88,29,20,16,63,68,22,13,77,56,86,58,97,17,2,98,71,15,3,32,81,59,76,21,33,42,34,90,70,66,38,93,30,49,48,53,24,43,8,69,91,23,78,9,60,87,52,36,45,73,84,96,85,80,25,92,4,11,46
22,62,56,7,65,67,74,47,44,96,59,85,58,28,82,26,54,38,79,1,42,9,72,98,20,6,57,48,90,27,32,40,15,16,52,76,25,75,49,63,60,14,73,64,13,99,53,35,87,51,39,70,61,68,17,2,29,31,4,95,19,43,71,91,21,69,30,34,86,55,66,80,50,89,92,93,18,83,81,8,94,5,23,78,41,33,12,36,77,45,10,84,97,37,24,88,0,3,11,46
25,46,59,80,19,41,44,99,38,51,63,85,58,81,95,96,2,92,79,62,24,9,90,42,64,1,27,52,77,43,40,29,67,71,65,72,17,54,21,6,60,14,56,88,34,7,70,35,82,47,37,31,61,68,12,10,98,20,4,15,26,32,3,91,55,69,30,39,57,28,75,53,50,89,16,13,18,83,74,76,94,5,23,49,73,33,0,36,78,45,66,86,97,87,93,22,8,48,11,84
1,37,48,47,13,93,44,74,38,51,83,9,58,25,95,96,82,68,10,2,34,29,90,63,64,84,27,52,77,85,12,11,42,71,65,43,76,88,39,16,66,14,56,45,86,7,70,18,80,99,98,21,61,72,97,6,26,20,54,15,41,19,0,53,32,55,60,5,31,28,17,91,3,89,57,69,33,24,59,79,94,75,92,49,67,4,40,62,78,87,46,35,23,22,81,30,36,8,73,50
3,10,44,96,13,62,85,66,37,11,40,15,58,4,0,5,89,68,38,2,34,54,77,53,72,41,27,46,70,76,81,59,8,31,65,84,12,50,39,16,1,91,6,43,36,45,42,56,75,86,23,95,79,82,97,47,33,20,80,61,64,19,71,99,74,55,60,17,90,28,93,7,88,52,83,69,25,24,21,26,94,51,32,49,67,63,73,48,78,87,14,35,9,22,29,30,92,18,57,98
90,33,50,44,13,8,85,19,37,86,27,26,62,23,0,11,89,46,77,2,54,42,21,92,72,47,84,51,70,31,81,96,25,97,5,82,55,87,39,88,1,74,6,43,36,15,48,38,83,4,58,45,79,49,73,29,91,95,80,24,64,34,93,20,18,66,60,3,10,16,56,17,12,71,65,76,7,40,52,35,9,61,32,68,67,63,98,41,78,59,99,53,94,22,69,30,75,28,57,14
90,65,11,44,77,50,98,19,37,41,20,13,89,23,67,42,47,46,60,58,54,61,21,64,80,82,76,85,81,95,14,96,45,97,1,5,55,87,57,88,30,94,93,25,36,15,83,31,70,7,29,34,79,26,73,69,53,91,28,62,6,38,4,8,18,66,10,3,43,71,2,17,39,99,68,33,48,49,84,16,9,72,32,86,74,12,22,56,78,63,92,0,51,35,24,27,75,40,59,52
6,56,49,55,48,50,21,16,98,41,79,91,84,39,23,20,67,46,26,2,24,61,87,77,51,4,76,85,14,75,82,34,81,97,31,64,30,78,57,45,89,94,8,25,65,28,0,11,70,7,96,95,36,52,72,69,53,27,66,58,93,38,1,9,88,68,10,3,19,71,15,43,99,18,13,37,54,80,42,60,17,44,32,86,74,73,22,33,59,63,83,62,47,35,92,12,90,40,5,29
6,82,56,55,46,50,21,16,95,58,79,38,19,71,36,44,67,86,28,91,76,20,66,74,39,37,68,31,14,80,51,60,81,97,83,85,42,15,57,45,3,90,48,84,65,92,75,40,34,30,96,29,77,52,72,35,8,27,78,98,62,54,5,9,13,1,10,87,24,0,53,64,99,18,88,49,32,4,26,69,17,63,43,25,93,11,22,33,59,41,73,12,94,47,23,2,7,61,89,70
9,69,56,55,79,73,81,37,64,35,1,59,18,94,19,74,6,86,31,90,76,12,66,16,42,27,65,14,88,80,54,60,61,97,83,39,53,15,57,93,32,47,48,84,95,92,75,20,26,82,89,41,77,46,72,63,8,49,51,52,85,2,40,28,13,98,78,68,24,0,87,5,99,29,23,91,58,43,21,10,71,3,22,25,33,67,30,38,4,17,62,44,36,96,45,34,7,11,50,70
84,78,80,14,79,5,62,37,74,97,65,22,32,82,19,98,45,90,0,93,20,59,66,95,54,4,68,35,88,21,8,60,94,69,83,56,77,29,17,38,6,47,40,31,7,92,63,27,75,53,86,41,26,46,99,23,64,71,51,1,42,36,57,28,48,13,15,85,9,10,87,73,61,55,30,91,58,43,52,89,18,3,39,25,33,67,12,2,24,81,16,44,76,96,72,34,49,11,70,50
32,94,9,92,55,83,64,65,74,67,5,16,71,57,58,54,21,96,3,50,40,81,66,29,39,4,97,11,93,79,8,60,37,69,15,56,45,98,17,72,6,82,62,31,30,7,63,27,22,90,34,0,26,86,84,23,19,51,41,44,12,42,87,53,48,13,49,85,88,38,80,73,2,20,99,91,68,75,52,89,43,25,28,59,33,1,10,35,24,95,36,77,76,47,18,61,78,14,70,46
