0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
50,9,95,3,48,24,99,26,60,41,10,32,79,4,49,83,71,17,70,19,31,91,25,23,13,67,66,22,14,34,46,76,73,15,12,35,82,37,33,92,43,84,56,0,44,45,87,47,90,98,11,51,89,53,54,5,75,62,16,6,57,61,29,63,64,85,8,55,2,69,58,27,72,88,30,36,1,77,78,38,80,39,52,42,81,18,86,28,7,74,65,20,96,93,94,68,40,97,21,59
41,45,66,25,48,24,87,55,58,84,76,98,99,6,9,83,71,86,50,4,31,46,0,23,13,43,53,92,80,63,1,79,73,15,12,44,91,37,33,27,8,29,38,62,82,60,72,14,90,59,93,51,17,18,40,56,75,78,34,16,88,10,20,22,81,85,32,70,2,54,74,95,21,47,30,36,7,35,97,67,77,39,61,42,19,3,5,28,26,69,89,64,96,11,94,68,57,49,52,65
27,45,22,38,21,90,8,55,79,2,76,98,37,6,14,83,36,86,11,5,96,41,3,23,71,43,84,44,56,63,1,19,94,15,12,20,18,4,33,54,53,66,85,39,97,60,73,29,78,59,80,49,24,67,57,95,40,88,34,70,87,10,46,91,81,92,16,7,62,0,26,64,75,9,30,42,93,35,77,25,58,82,61,72,48,69,32,13,31,28,89,51,68,47,50,74,99,17,52,65
27,56,86,79,21,90,87,55,85,99,76,68,50,53,83,45,36,48,2,93,40,9,58,95,80,59,73,8,44,63,77,24,38,97,14,67,5,66,33,54,19,0,60,18,23,96,52,29,78,30,25,49,26,41,57,71,28,88,34,64,6,84,98,91,81,92,47,7,16,17,46,37,35,31,15,42,74,4,70,82,89,20,61,65,10,69,32,13,39,72,11,51,12,22,3,62,43,94,1,75
16,54,26,75,24,90,87,21,99,0,56,86,91,53,37,48,23,55,2,93,38,9,94,4,72,81,61,96,44,70,80,10,95,97,14,8,31,66,11,35,3,64,60,18,84,69,88,5,78,40,73,30,42,41,77,71,28,59,82,65,45,49,98,7,85,1,47,57,29,92,83,58,19,22,15,17,74,36,67,34,89,25,79,63,52,32,50,43,39,68,6,51,12,13,27,62,33,46,76,20
75,90,14,83,67,73,31,21,53,0,19,86,91,26,5,88,89,55,80,43,54,59,84,37,94,70,92,46,81,30,61,95,42,97,48,8,15,72,23,32,3,45,85,18,52,49,60,17,4,40,58,22,57,41,6,71,28,77,82,93,11,20,65,7,98,1,38,9,78,87,2,47,62,24,33,96,66,36,64,34,29,25,74,69,50,35,44,16,63,68,99,51,12,13,27,56,39,10,76,79
75,74,88,30,60,20,50,99,53,0,77,62,40,12,55,17,8,80,9,71,54,59,92,70,45,47,11,93,81,38,16,89,42,22,64,35,97,72,61,87,3,84,32,18,4,25,10,95,19,37,69,21,34,41,43,46,28,91,82,27,85,2,65,98,13,1,94,67,78,14,5,58,15,76,52,96,66,36,6,7,29,31,90,57,49,24,44,73,63,86,83,51,26,68,39,56,48,23,33,79
45,68,11,29,98,36,50,99,71,70,97,65,10,86,2,17,25,60,62,77,92,59,73,20,90,47,94,41,30,38,12,18,42,43,64,40,48,72,84,46,3,21,32,96,33,93,8,95,88,54,0,61,34,74,35,53,9,91,14,27,37,23,80,4,69,26,7,67,78,79,5,28,15,76,44,85,31,6,58,49,19,66,1,75,89,24,63,55,81,82,83,51,52,16,39,56,57,87,22,13
82,68,90,1,45,5,46,56,53,0,97,65,86,96,83,29,25,16,57,64,72,9,91,55,79,47,37,93,30,38,12,18,26,60,11,40,21,85,75,58,3,54,42,98,94,81,8,13,99,20,77,61,87,80,76,95,52,41,14,36,32,2,71,17,4,10,7,35,78,44,51,28,15,92,50,74,31,88,23,49,19,66,62,34,89,63,67,70,48,27,73,6,24,33,39,59,69,84,22,43
16,91,28,67,43,78,46,53,22,35,50,57,63,94,99,29,25,15,88,64,45,74,73,55,82,47,41,83,24,21,12,70,26,60,11,44,59,36,69,58,3,56,90,65,6,81,75,13,42,20,33,61,40,93,32,98,52,76,0,5,38,87,27,9,97,14,19,92,77,10,51,1,84,8,71,95,37,68,23,49,7,66,62,34,89,86,17,18,48,39,2,72,31,4,96,54,79,80,85,30
